"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.123565564E1,-1.188845932E-2,-1.095876098E-2,3.316974640E-2,3.690070438E-2
1.124065564E1,-7.742270827E-3,5.879372358E-3,2.205562592E-2,2.410312037E-2
1.124565564E1,-1.994740963E-2,-1.583856344E-2,-2.099704742E-2,3.300962350E-2
1.125065564E1,-7.692828774E-3,8.592635393E-3,-1.838874817E-2,2.170619858E-2
1.125565564E1,-2.521438897E-2,4.182964563E-3,2.348613739E-2,3.471111138E-2
1.126065564E1,-2.370366454E-2,-8.005082607E-3,3.448486328E-2,4.260458726E-2
1.126565564E1,-7.100826502E-2,-1.416596770E-2,4.499626160E-2,8.524970322E-2
1.127065564E1,-1.932677180E-1,-1.565247774E-2,9.280490875E-2,2.149654901E-1
1.127565564E1,3.644780815E-2,4.867431521E-2,-7.987022400E-3,6.133045090E-2
1.128065564E1,1.377162784E-1,-1.096904278E-2,-8.726692200E-2,1.634062695E-1
1.128565564E1,6.464789808E-2,5.517214537E-3,-1.340866089E-2,6.625392493E-2
1.129065564E1,-1.039544791E-1,1.347580552E-2,4.463195801E-2,1.139304294E-1
1.129565564E1,-1.472447664E-1,-5.830308795E-2,7.681941986E-2,1.760156088E-1
1.130065564E1,-1.406355202E-1,-7.259039581E-2,8.040714264E-2,1.775190798E-1
1.130565564E1,-1.084521189E-1,-4.399639368E-2,1.910495758E-2,1.185855985E-1
1.131065564E1,-1.054635644E-2,-3.377445042E-2,-1.081972122E-1,1.138357407E-1
1.131565564E1,1.050865352E-1,-1.096764207E-2,-1.863164902E-1,2.141898774E-1
1.132065564E1,1.420342922E-1,2.216637135E-2,-1.284484863E-1,1.927799311E-1
1.132565564E1,1.049853116E-1,2.864420414E-2,3.098869324E-2,1.131490398E-1
1.133065564E1,1.997594535E-2,2.322146297E-2,1.780242920E-1,1.806403146E-1
1.133565564E1,-3.188268840E-2,9.749114513E-3,2.001237869E-1,2.028819389E-1
1.134065564E1,-5.323170125E-2,2.353245020E-2,1.140680313E-1,1.280582133E-1
1.134565564E1,-6.558896601E-2,1.691401005E-2,-2.821731567E-2,7.337719743E-2
1.135065564E1,-5.957897007E-2,5.921602249E-3,-1.192464828E-1,1.334332894E-1
1.135565564E1,-4.563325644E-2,1.356273890E-2,-1.035213470E-1,1.139430177E-1
1.136065564E1,-3.327113390E-2,2.780070901E-2,-5.041599274E-2,6.649526371E-2
1.136565564E1,-3.624902666E-2,1.294714212E-2,1.050662994E-2,3.989999618E-2
1.137065564E1,-2.189533412E-2,8.154660463E-3,3.619766235E-2,4.308334833E-2
1.137565564E1,-1.996183395E-2,-3.877013922E-3,3.297710419E-2,3.874268256E-2
1.138065564E1,-3.752052784E-2,5.882769823E-3,3.137111664E-2,4.925996294E-2
1.138565564E1,-4.152812064E-2,4.603743553E-3,3.057575226E-2,5.177505079E-2
1.139065564E1,-4.283484817E-2,6.165087223E-3,1.855182648E-2,4.708505903E-2
1.139565564E1,-1.397347450E-2,-5.101859570E-3,1.795768738E-2,2.331877991E-2
1.140065564E1,-2.305318415E-2,4.067778587E-3,-8.833885193E-3,2.502066445E-2
1.140565564E1,4.108697176E-3,6.238907576E-3,-1.766300201E-2,1.917777360E-2
1.141065564E1,3.505736589E-3,5.913734436E-3,-2.068424225E-2,2.179679613E-2
1.141565564E1,-2.241820097E-3,2.973279357E-2,2.338409424E-3,2.990874336E-2
1.142065564E1,-1.778446138E-2,4.269534349E-2,3.302192688E-2,5.682980800E-2
1.142565564E1,-6.473889947E-2,7.027482986E-2,2.046298981E-2,9.771596988E-2
1.143065564E1,-9.002559632E-2,8.721497655E-2,9.679794312E-3,1.257169780E-1
1.143565564E1,-8.198828995E-2,1.093366742E-1,1.770687103E-2,1.378046490E-1
1.144065564E1,-1.110552400E-1,1.080030501E-1,-2.619743347E-3,1.549347870E-1
1.144565564E1,-1.356360912E-1,9.452208877E-2,6.709098816E-3,1.654587154E-1
1.145065564E1,-1.941490173E-1,8.873310685E-2,3.253078461E-2,2.159297505E-1
1.145565564E1,-2.368464321E-1,7.732802629E-2,3.449058533E-2,2.515262541E-1
1.146065564E1,-2.685920596E-1,8.163449168E-2,1.856994629E-2,2.813373911E-1
1.146565564E1,-3.466595709E-1,9.905532002E-2,-8.217811584E-3,3.606277124E-1
1.147065564E1,-3.736241460E-1,9.812024236E-2,1.493740082E-2,3.865820875E-1
1.147565564E1,-4.024563730E-1,8.486571908E-2,1.235198975E-2,4.114922771E-1
1.148065564E1,-4.435917139E-1,6.791615486E-2,1.277351379E-2,4.489425079E-1
1.148565564E1,-5.456516743E-1,6.510078907E-3,-1.103115082E-2,5.458019944E-1
1.149065564E1,-6.855254173E-1,-6.437516212E-2,-2.528572083E-2,6.890055348E-1
1.149565564E1,-8.379633427E-1,-1.907147318E-1,1.467609406E-2,8.595173415E-1
1.150065564E1,-8.526414633E-1,-3.464494944E-1,3.724098206E-2,9.210926163E-1
1.150565564E1,-8.933942318E-1,-5.100787282E-1,1.664161682E-3,1.028754748E0
1.151065564E1,-9.479361176E-1,-6.306106448E-1,-1.723957062E-2,1.138661438E0
1.151565564E1,-9.793250561E-1,-6.938830018E-1,2.337551117E-2,1.200457246E0
1.152065564E1,-9.880324006E-1,-7.581844330E-1,3.238296509E-2,1.245833181E0
1.152565564E1,-1.041553140E0,-8.790863752E-1,1.004123688E-2,1.362984455E0
1.153065564E1,-9.970986247E-1,-1.069457531E0,6.913185120E-2,1.463804731E0
1.153565564E1,-9.950253367E-1,-1.292840123E0,6.324195862E-2,1.632639137E0
1.154065564E1,-7.667032480E-1,-1.266333580E0,1.450309753E-1,1.487436920E0
1.154565564E1,-3.857195079E-1,-7.655427456E-1,1.048946381E-1,8.636191980E-1
1.155065564E1,-7.282257080E-3,1.816547811E-1,-1.006031036E-1,2.077798720E-1
1.155565564E1,3.747979403E-1,1.191202164E0,-5.096311569E-1,1.348762398E0
1.156065564E1,8.831872940E-1,1.807583570E0,-7.510051727E-1,2.147414010E0
1.156565564E1,1.340459585E0,1.828477859E0,-5.893583298E-1,2.342542726E0
1.157065564E1,1.637663603E0,1.411460876E0,-1.029720306E-1,2.164432286E0
1.157565564E1,1.747136950E0,8.513616920E-1,4.420394897E-1,1.993164109E0
1.158065564E1,1.754757881E0,4.021342397E-1,7.135505676E-1,1.936502409E0
1.158565564E1,1.667447329E0,1.007294208E-1,6.183671951E-1,1.781264999E0
1.159065564E1,1.491185665E0,-1.086883247E-1,3.428030014E-1,1.533936680E0
1.159565564E1,1.279877901E0,-3.234706521E-1,4.826736450E-2,1.321003574E0
1.160065564E1,1.030661345E0,-4.783603251E-1,-1.761188507E-1,1.149830099E0
1.160565564E1,7.299622297E-1,-5.166244507E-1,-2.779417038E-1,9.364813242E-1
1.161065564E1,4.678516984E-1,-4.283329844E-1,-2.957687378E-1,6.998810638E-1
1.161565564E1,2.741259336E-1,-2.844075561E-1,-2.222661972E-1,4.532493220E-1
1.162065564E1,1.390272975E-1,-8.231748641E-2,-1.419448853E-1,2.150653586E-1
1.162565564E1,8.028793335E-2,7.736437023E-2,-3.264617920E-2,1.161773258E-1
1.163065564E1,5.178362131E-2,1.356733292E-1,2.670478821E-2,1.476548049E-1
1.163565564E1,4.601967335E-2,7.984876633E-2,9.140205383E-2,1.297997352E-1
1.164065564E1,3.015649319E-2,-1.959165931E-2,1.545219421E-1,1.586514349E-1
1.164565564E1,9.149968624E-3,-8.320427686E-2,2.264528275E-1,2.414281605E-1
1.165065564E1,-1.046001911E-3,-1.191304550E-1,2.939205170E-1,3.171473312E-1
1.165565564E1,1.373469830E-2,-1.240390018E-1,3.872318268E-1,4.068449380E-1
1.166065564E1,7.364279032E-2,-1.128114983E-1,5.275897980E-1,5.445187689E-1
1.166565564E1,1.406426430E-1,-6.464498490E-2,7.035531998E-1,7.203793667E-1
1.167065564E1,1.729958653E-1,-4.243607074E-2,9.229364395E-1,9.399681170E-1
1.167565564E1,1.722172499E-1,-5.646903813E-2,1.176383972E0,1.190263325E0
1.168065564E1,1.471232772E-1,-7.884576917E-2,1.340480804E0,1.350833336E0
1.168565564E1,7.582175732E-2,-9.782206267E-2,1.386999130E0,1.392510209E0
1.169065564E1,2.775406837E-2,-1.049442291E-1,1.307744026E0,1.312241600E0
1.169565564E1,-1.148313284E-2,-1.174056232E-1,1.087169647E0,1.093550998E0
1.170065564E1,-3.658336401E-2,-1.419006139E-1,7.945079803E-1,8.079090652E-1
1.170565564E1,-7.104432583E-2,-8.499573171E-2,4.369926453E-1,4.508149761E-1
1.171065564E1,-8.565735817E-2,-5.577053502E-2,1.263990402E-1,1.625553843E-1
1.171565564E1,-1.210724115E-1,2.670805156E-2,-1.347188950E-1,1.830874914E-1
1.172065564E1,-1.709625721E-1,9.775593132E-2,-2.491092682E-1,3.175529100E-1
1.172565564E1,-2.371953726E-1,1.798824817E-1,-2.107896805E-1,3.647624451E-1
1.173065564E1,-2.926242352E-1,2.467796206E-1,-2.282238007E-2,3.834709705E-1
1.173565564E1,-3.854343891E-1,3.061246276E-1,2.512989044E-1,5.526509706E-1
1.174065564E1,-4.621394873E-1,3.664128184E-1,6.123857498E-1,8.502044259E-1
1.174565564E1,-5.543707609E-1,4.115904272E-1,9.686679840E-1,1.189559281E0
1.175065564E1,-6.846398711E-1,4.710819423E-1,1.348963737E0,1.584409390E0
1.175565564E1,-7.999173403E-1,4.363849163E-1,1.716515541E0,1.943379826E0
1.176065564E1,-8.123542070E-1,3.466444314E-1,2.072419167E0,2.252776714E0
1.176565564E1,-7.823241949E-1,2.437425703E-1,2.343315125E0,2.482451885E0
1.177065564E1,-7.387356758E-1,2.365256399E-1,2.555245399E0,2.670384584E0
1.177565564E1,-7.335274220E-1,2.095035613E-1,2.654902458E0,2.762328960E0
1.178065564E1,-6.436548233E-1,8.230906725E-2,2.619761467E0,2.698928761E0
1.178565564E1,-5.931069851E-1,-6.026193127E-2,2.502495766E0,2.572526473E0
1.179065564E1,-5.720868111E-1,-1.899185926E-1,2.342139244E0,2.418464106E0
1.179565564E1,-6.609592438E-1,-2.197860330E-1,2.232099533E0,2.338256048E0
1.180065564E1,-8.229711056E-1,-1.964212060E-1,2.181220055E0,2.339569118E0
1.180565564E1,-9.390797615E-1,-1.442207545E-1,2.077328682E0,2.284286514E0
1.181065564E1,-1.104310036E0,-1.167980209E-1,2.015988350E0,2.301597589E0
1.181565564E1,-1.254203796E0,-9.119797498E-2,1.975131035E0,2.341471084E0
1.182065564E1,-1.409100533E0,-6.353555620E-2,1.926252365E0,2.387477592E0
1.182565564E1,-1.571213961E0,-4.377109185E-2,1.884799004E0,2.454199768E0
1.183065564E1,-1.672320843E0,-5.841275677E-2,1.840116501E0,2.487186722E0
1.183565564E1,-1.727395058E0,-6.908002496E-2,1.741958618E0,2.454197539E0
1.184065564E1,-1.785208225E0,-9.295675904E-3,1.659264565E0,2.437255365E0
1.184565564E1,-1.786465645E0,9.747606516E-2,1.607881546E0,2.405461317E0
1.185065564E1,-1.911616802E0,1.433477700E-1,1.635910988E0,2.520125422E0
1.185565564E1,-2.072381496E0,9.953560680E-2,1.684123993E0,2.672254858E0
1.186065564E1,-2.262203217E0,2.809426188E-2,1.725479126E0,2.845282217E0
1.186565564E1,-2.414077997E0,-8.247076720E-2,1.634946823E0,2.916783351E0
1.187065564E1,-2.621630669E0,-1.935440153E-1,1.480085373E0,3.016796208E0
1.187565564E1,-2.814092398E0,-3.035309911E-1,1.208979130E0,3.077804026E0
1.188065564E1,-3.017325401E0,-3.860299587E-1,8.493824005E-1,3.158278355E0
1.188565564E1,-3.239122629E0,-4.705582261E-1,4.626073837E-1,3.305653648E0
1.189065564E1,-3.345181465E0,-6.125670075E-1,7.099628448E-3,3.400812811E0
1.189565564E1,-3.419837952E0,-8.326390386E-1,-5.076346397E-1,3.556159770E0
1.190065564E1,-3.230703831E0,-1.051911712E0,-1.065333843E0,3.560744541E0
1.190565564E1,-2.790831566E0,-1.146940351E0,-1.494091511E0,3.366975266E0
1.191065564E1,-2.049263000E0,-1.101808548E0,-1.804463863E0,2.944410086E0
1.191565564E1,-1.179793358E0,-9.101692438E-1,-1.860680819E0,2.383789741E0
1.192065564E1,-5.382261276E-1,-5.819780231E-1,-1.442749262E0,1.646180797E0
1.192565564E1,-6.482963562E-1,-3.373686671E-1,-2.060031891E-2,7.311156927E-1
1.193065564E1,-7.537384033E-1,-2.009939700E-1,9.456672668E-1,1.225890181E0
1.193565564E1,-9.850254059E-1,-4.884126782E-2,1.591542721E0,1.872343118E0
1.194065564E1,-1.541103363E0,2.309044078E-2,1.909236193E0,2.453714650E0
1.194565564E1,-2.220988274E0,-1.877941564E-2,2.025247335E0,3.005789139E0
1.195065564E1,-2.880078793E0,-6.322290003E-2,2.031919241E0,3.525272584E0
1.195565564E1,-3.474380493E0,1.874336973E-2,2.086874247E0,4.052988434E0
1.196065564E1,-3.933068275E0,1.193029135E-1,2.136488676E0,4.477481782E0
1.196565564E1,-4.274212837E0,2.851927876E-1,2.176178932E0,4.804787722E0
1.197065564E1,-4.417778015E0,4.419616759E-1,2.180732250E0,4.946482170E0
1.197565564E1,-4.362623692E0,6.021040082E-1,2.181042433E0,4.914464447E0
1.198065564E1,-3.968114376E0,8.191160560E-1,2.163323164E0,4.593130733E0
1.198565564E1,-3.264623642E0,1.022377849E0,2.201961279E0,4.068372827E0
1.199065564E1,-2.480819702E0,1.311169386E0,2.238755465E0,3.589659814E0
1.199565564E1,-1.974432468E0,1.544074297E0,2.228679419E0,3.354036517E0
1.200065564E1,-2.062029839E0,1.297545433E0,2.178623199E0,3.268331417E0
1.200565564E1,-2.793017387E0,7.170596123E-1,1.930145860E0,3.469954417E0
1.201065564E1,-3.574409008E0,3.319273889E-1,1.681721687E0,3.964185084E0
1.201565564E1,-4.181911469E0,2.271260023E-1,1.867144704E0,4.585433360E0
1.202065564E1,-4.845483780E0,8.012530208E-2,2.353944778E0,5.387595860E0
1.202565564E1,-5.500751495E0,-1.118820384E-1,2.891674757E0,6.215510237E0
1.203065564E1,-5.926922798E0,-2.201630920E-1,3.406502008E0,6.839674084E0
1.203565564E1,-6.110391140E0,-2.627554834E-1,3.844456911E0,7.223971849E0
1.204065564E1,-6.092370987E0,-2.634083927E-1,4.226873398E0,7.419759224E0
1.204565564E1,-5.953580379E0,-2.662176490E-1,4.576941967E0,7.514279003E0
1.205065564E1,-5.833246231E0,-2.361308634E-1,4.929481030E0,7.640831277E0
1.205565564E1,-5.844538212E0,-2.107100338E-1,5.328872681E0,7.912010470E0
1.206065564E1,-6.083361149E0,-1.681693047E-1,5.807224751E0,8.411862046E0
1.206565564E1,-6.581324100E0,-8.311246336E-2,6.313585281E0,9.120421794E0
1.207065564E1,-7.018279076E0,1.253813878E-2,6.958691597E0,9.883308511E0
1.207565564E1,-6.980778694E0,3.169579059E-2,7.729307652E0,1.041510790E1
1.208065564E1,-6.540033817E0,2.554008365E-2,8.330657959E0,1.059115464E1
1.208565564E1,-5.948523521E0,7.562451065E-3,8.738960266E0,1.057139611E1
1.209065564E1,-5.295844078E0,-4.949454218E-3,8.972031593E0,1.041841350E1
1.209565564E1,-4.656438828E0,-1.999308169E-2,8.974187851E0,1.011033480E1
1.210065564E1,-4.088626862E0,-4.002796859E-2,8.652434349E0,9.569905539E0
1.210565564E1,-3.706837177E0,-5.450967327E-2,7.355378151E0,8.236819830E0
1.211065564E1,-8.576287270E0,-2.267125249E-1,-1.748502541E1,1.947640150E1
1.211565564E1,-2.968706894E1,-4.721924663E-1,-1.008038177E2,1.050854638E2
1.212065564E1,-3.324606323E1,-1.965248585E0,-1.034275131E2,1.086573209E2
1.212565564E1,-1.848254776E1,-1.639636636E0,-4.254747772E1,4.641746267E1
1.213065564E1,-4.711667538E0,-2.839646637E-1,3.811856270E0,6.067181812E0
1.213565564E1,-1.255322397E-1,-2.500309646E-1,1.499166775E1,1.499427810E1
1.214065564E1,-5.739582777E-1,-5.309690237E-1,1.094506741E1,1.097296025E1
1.214565564E1,-1.214640141E0,-5.417290926E-1,1.016871738E1,1.025532224E1
1.215065564E1,-1.697990060E0,-5.096631050E-1,1.013765621E1,1.029150136E1
1.215565564E1,-1.456546187E0,2.329753876E0,1.838883400E1,1.859296899E1
1.216065564E1,-1.942002416E0,4.317117333E-1,1.493709564E1,1.506899382E1
1.216565564E1,-1.740837216E0,5.663504004E-1,1.424948311E1,1.436659444E1
1.217065564E1,-2.864315510E0,4.543534756E0,1.621885681E1,1.708506154E1
1.217565564E1,-9.808995247E0,1.000415421E1,1.042186642E1,1.746180943E1
1.218065564E1,-1.085027122E1,1.199328423E1,1.007587051E1,1.905493161E1
1.218565564E1,-5.204505920E0,6.544659138E0,1.080940628E1,1.366611537E1
1.219065564E1,-1.590536594E0,1.760669947E0,1.078635979E1,1.104424388E1
1.219565564E1,1.632288694E-1,-3.978931904E-1,1.148837090E1,1.149641807E1
1.220065564E1,6.476312876E-1,-1.146142006E0,1.206100559E1,1.213263878E1
1.220565564E1,1.014655948E0,-2.049965858E0,1.468837929E1,1.486540860E1
1.221065564E1,1.753477097E0,-3.842468739E0,1.832022667E1,1.880079661E1
1.221565564E1,1.740692139E0,-7.747169495E0,6.775081635E0,1.043792965E1
1.222065564E1,-2.067645311E0,-6.554851532E0,-3.100246048E1,3.175521676E1
1.222565564E1,-6.900595665E0,1.457579136E-1,-5.915388489E1,5.955519762E1
1.223065564E1,-2.917412758E0,7.921788096E-1,-5.255968475E1,5.264655075E1
1.223565564E1,1.462100267E0,-1.447854280E0,-2.286118889E1,2.295360487E1
1.224065564E1,1.049541235E0,-2.594197989E0,1.214495659E0,3.050639230E0
1.224565564E1,-1.754161119E-1,-3.113359213E0,1.447101593E1,1.480317798E1
1.225065564E1,-5.676486492E-1,-2.892028332E0,1.849752808E1,1.873084616E1
1.225565564E1,-2.387426496E-1,-2.549686432E0,1.654055023E1,1.673761336E1
1.226065564E1,3.014582396E-1,-2.599460125E0,1.358929443E1,1.383896648E1
1.226565564E1,5.767126679E-1,-2.690566301E0,1.123337650E1,1.156548711E1
1.227065564E1,6.603555083E-1,-2.302268267E0,8.947685242E0,9.262698298E0
1.227565564E1,7.055957317E-1,-1.607748508E0,6.183580875E0,6.428016261E0
1.228065564E1,9.424307346E-1,-1.078053236E0,2.960466862E0,3.288576973E0
1.228565564E1,7.710318565E-1,-9.412541389E-1,-2.111720085E0,2.437172787E0
1.229065564E1,-1.184051871E0,-1.670789361E0,-1.381393147E1,1.396489235E1
1.229565564E1,-2.336700678E0,-3.131725550E0,-2.471619415E1,2.502315185E1
1.230065564E1,-5.383939743E-1,-4.136434555E0,-1.845820236E1,1.892366754E1
1.230565564E1,-2.938797474E0,-4.441789627E0,-1.866879463E0,5.643692463E0
1.231065564E1,-6.803083420E0,-4.338353157E0,9.744576454E0,1.265148301E1
1.231565564E1,-9.203425407E0,-3.870884180E0,1.303635693E1,1.642051721E1
1.232065564E1,-1.001919079E1,-3.478085279E0,1.209876060E1,1.608916621E1
1.232565564E1,-8.103740692E0,-2.971195459E0,5.678513050E0,1.033170490E1
1.233065564E1,-4.150691032E0,-3.182152271E0,-2.204035759E0,5.675570698E0
1.233565564E1,-8.176191449E-1,-3.999242783E0,-7.153468132E0,8.236173275E0
1.234065564E1,3.610560894E-1,-4.169783592E0,-7.520066261E0,8.606326352E0
1.234565564E1,7.979789376E-2,-3.281552076E0,-4.246782303E0,5.367505162E0
1.235065564E1,-6.146870852E-1,-1.736500025E0,2.118654251E-1,1.854227469E0
1.235565564E1,-1.108946085E0,-2.175635099E-1,3.167598724E0,3.363149860E0
1.236065564E1,-1.255610824E0,8.107782006E-1,3.728852272E0,4.017245213E0
1.236565564E1,-1.116259456E0,1.180400848E0,2.060683727E0,2.624080555E0
1.237065564E1,-9.382127523E-1,1.110331416E0,-5.346956253E-1,1.548863594E0
1.237565564E1,-7.793120742E-1,7.680819035E-1,-2.912670135E0,3.111418396E0
1.238065564E1,-8.835995197E-1,3.114735186E-1,-4.071282387E0,4.177691245E0
1.238565564E1,-1.264438033E0,6.068515778E-2,-4.117451668E0,4.307655333E0
1.239065564E1,-1.643894672E0,1.298466921E-1,-3.647042274E0,4.002520107E0
1.239565564E1,-1.808015823E0,5.260748863E-1,-3.387014389E0,3.875247408E0
1.240065564E1,-1.855694056E0,1.031667709E0,-3.619922638E0,4.196638964E0
1.240565564E1,-1.702088237E0,1.489455819E0,-4.200414658E0,4.770646319E0
1.241065564E1,-1.474619031E0,1.798099041E0,-5.166328430E0,5.665563599E0
1.241565564E1,-1.192099094E0,1.918454647E0,-6.202220917E0,6.600690326E0
1.242065564E1,-1.212591529E0,1.940221310E0,-6.977531433E0,7.343077137E0
1.242565564E1,-1.435358286E0,2.029267788E0,-7.371253967E0,7.779046613E0
1.243065564E1,-1.622263551E0,2.290095329E0,-7.216998100E0,7.743470619E0
1.243565564E1,-1.621744633E0,2.628078938E0,-6.594984055E0,7.282215956E0
1.244065564E1,-1.724656105E0,2.990165472E0,-5.726560593E0,6.686480722E0
1.244565564E1,-2.082082272E0,3.307467461E0,-4.694548607E0,6.108452686E0
1.245065564E1,-2.278156042E0,3.481068611E0,-3.444714546E0,5.401286137E0
1.245565564E1,-2.322292566E0,3.561916351E0,-2.203504562E0,4.789125517E0
1.246065564E1,-2.055005074E0,3.597257853E0,-1.153226852E0,4.300376970E0
1.246565564E1,-1.854716301E0,3.623490810E0,-4.038734436E-1,4.090571105E0
1.247065564E1,-1.204862595E0,3.628895521E0,-2.727317810E-2,3.823783519E0
1.247565564E1,-1.259776592E0,3.675986767E0,-7.425117493E-1,3.956164743E0
1.248065564E1,-2.166806936E0,3.568875790E0,-1.484087467E0,4.431076879E0
1.248565564E1,-3.045014858E0,3.312021255E0,-1.719444275E0,4.816439442E0
1.249065564E1,-3.867522717E0,2.931756973E0,-1.617705822E0,5.115652748E0
1.249565564E1,-4.783159256E0,2.547406912E0,-1.299470901E0,5.572837613E0
1.250065564E1,-5.572874069E0,2.218958378E0,-8.655147552E-1,6.060512970E0
1.250565564E1,-6.040175915E0,2.026646137E0,-1.774220467E-1,6.373578134E0
1.251065564E1,-6.510886669E0,1.903576612E0,3.430647850E-1,6.792123570E0
1.251565564E1,-6.952174187E0,1.750721097E0,6.394016743E-1,7.197679125E0
1.252065564E1,-7.471553802E0,1.518390298E0,5.706729889E-1,7.645606123E0
1.252565564E1,-7.908815384E0,1.215522885E0,5.771288872E-1,8.022464360E0
1.253065564E1,-8.455487251E0,8.991062641E-1,2.895367146E-1,8.508083700E0
1.253565564E1,-8.669572830E0,6.727433205E-1,6.513214111E-2,8.695879417E0
1.254065564E1,-8.495135307E0,4.852578640E-1,-3.288303614E-1,8.515334902E0
1.254565564E1,-8.461318016E0,-1.285767555E-2,-1.103141308E-1,8.462046862E0
1.255065564E1,-8.473320007E0,-5.661225319E-1,3.251748085E-1,8.498434287E0
1.255565564E1,-8.151576042E0,-1.015956163E0,3.896438777E-1,8.223878723E0
1.256065564E1,-7.277451515E0,-1.214239359E0,3.526401520E-2,7.378138066E0
1.256565564E1,-6.367684364E0,-1.264111042E0,-5.854347944E-1,6.518290787E0
1.257065564E1,-5.573017597E0,-1.108035803E0,-1.303945899E0,5.829797886E0
1.257565564E1,-5.178458214E0,-7.418754101E-1,-1.989796162E0,5.596972160E0
1.258065564E1,-5.094577312E0,-3.589682579E-1,-2.669305086E0,5.762704734E0
1.258565564E1,-5.226327419E0,5.558538437E-2,-3.311393261E0,6.187318753E0
1.259065564E1,-5.651757240E0,4.793498516E-1,-3.729182243E0,6.788146756E0
1.259565564E1,-6.206145287E0,9.744570255E-1,-4.006574631E0,7.451070130E0
1.260065564E1,-6.709206581E0,1.340895414E0,-4.446192741E0,8.159661963E0
1.260565564E1,-6.674357414E0,1.392147899E0,-4.835474968E0,8.358644677E0
1.261065564E1,-6.418817520E0,1.339095473E0,-5.117566586E0,8.317684942E0
1.261565564E1,-5.990711212E0,1.209899664E0,-5.276317120E0,8.074156326E0
1.262065564E1,-5.406558037E0,9.548838139E-1,-5.167020321E0,7.539281922E0
1.262565564E1,-4.674603462E0,5.183557272E-1,-4.657294273E0,6.618987848E0
1.263065564E1,-4.033316135E0,1.351256371E-1,-3.577604294E0,5.393065035E0
1.263565564E1,-3.829188585E0,2.266728878E-2,-1.978529930E0,4.310194858E0
1.264065564E1,-3.677869320E0,-1.077502966E-1,4.521436691E-1,3.707123785E0
1.264565564E1,-4.026111126E0,-2.525507212E-1,3.736704826E0,5.498755825E0
1.265065564E1,-4.572542191E0,-5.234203339E-1,6.798060417E0,8.209490628E0
1.265565564E1,-4.802828789E0,-7.521271706E-1,8.094194412E0,9.441866491E0
1.266065564E1,-3.793025017E0,-1.105323195E0,4.160861969E0,5.737730428E0
1.266565564E1,-3.089244366E0,-1.903717399E0,1.881780624E-1,3.633590740E0
1.267065564E1,-9.200653076E0,-1.443658233E0,2.476439857E1,2.645773238E1
1.267565564E1,-1.570532417E1,-3.108479977E0,5.144218445E1,5.387595193E1
1.268065564E1,-1.527833557E1,-5.882310867E0,5.296232605E1,5.543498083E1
1.268565564E1,-7.385254383E0,-5.970052242E0,2.856428337E1,3.010152472E1
1.269065564E1,-9.908905625E-1,-4.044729710E0,5.892418861E0,7.215421164E0
1.269565564E1,3.383612633E-2,-1.839789987E0,4.495570183E0,4.857584106E0
1.270065564E1,-5.311745405E-1,-5.200083256E-1,1.960704803E0,2.096883015E0
1.270565564E1,-8.216652870E-1,-2.084272504E-1,-4.860061646E0,4.933434398E0
1.271065564E1,-1.280853271E0,-6.131096482E-1,-9.649318695E0,9.753247655E0
1.271565564E1,-1.585060239E0,-7.837526798E-1,-1.070938301E1,1.085438016E1
1.272065564E1,-1.684431911E0,-7.094089985E-1,-1.042279625E1,1.058183602E1
1.272565564E1,-1.618092537E0,-6.082846522E-1,-1.085214901E1,1.098896591E1
1.273065564E1,-1.353656769E0,-3.832751215E-1,-1.243984318E1,1.251914473E1
1.273565564E1,-1.016237259E0,-7.019004226E-2,-1.422311783E1,1.425954928E1
1.274065564E1,-8.012789488E-1,1.350717545E-1,-1.499188614E1,1.501389165E1
1.274565564E1,-8.147045970E-1,1.239016056E-1,-1.430204582E1,1.432576734E1
1.275065564E1,-9.562315941E-1,-8.009666204E-2,-1.257952595E1,1.261607179E1
1.275565564E1,-9.815095663E-1,-2.664355636E-1,-1.108552933E1,1.113208468E1
1.276065564E1,-8.233783245E-1,-3.242089450E-1,-1.060088634E1,1.063775609E1
1.276565564E1,-4.393512905E-1,4.335260391E-2,-1.189607239E1,1.190426173E1
1.277065564E1,-4.900794029E-1,2.383357525E0,-7.780403137E0,8.152008580E0
1.277565564E1,-3.084971666E0,6.974810600E0,2.122792435E1,2.255636950E1
1.278065564E1,-7.316283703E0,5.743929863E0,3.972831726E1,4.080269513E1
1.278565564E1,-3.593628645E0,1.891905665E0,4.083532333E1,4.103677748E1
1.279065564E1,4.355160713E0,-7.299614549E-1,2.466659164E1,2.505875120E1
1.279565564E1,2.655814409E0,-6.729797721E-1,1.340926170E0,3.050300796E0
1.280065564E1,-1.520707309E-1,-3.200668842E-2,-9.085570335E0,9.086899265E0
1.280565564E1,-7.862926126E-1,-1.535315998E-2,-9.807154655E0,9.838636807E0
1.281065564E1,-7.399240732E-1,-6.814531237E-2,-9.553422928E0,9.582276403E0
1.281565564E1,-6.728953123E-1,-1.205207705E-1,-9.581443787E0,9.605799206E0
1.282065564E1,-6.218589544E-1,-1.848420203E-1,-9.577626228E0,9.599572871E0
1.282565564E1,-6.203857660E-1,-2.175091505E-1,-9.462038994E0,9.484849532E0
