"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.515655635E0,-1.875002146E0,-2.944159508E0,6.775121689E-1,3.555661822E0
1.520655635E0,-1.879085779E0,-2.732316732E0,-2.065315247E-1,3.322525149E0
1.525655635E0,-1.621042132E0,-2.856778622E0,-1.737975121E0,3.716116146E0
1.530655635E0,-1.478931189E0,-2.891946554E0,-3.220201492E0,4.573870351E0
1.535655635E0,-1.563736439E0,-2.881820679E0,-4.136933327E0,5.278672127E0
1.540655635E0,-1.837661028E0,-2.742410421E0,-4.163889885E0,5.313736157E0
1.545655635E0,-2.203644514E0,-2.439369440E0,-3.651341438E0,4.913132067E0
1.550655635E0,-2.788297653E0,-2.021054506E0,-2.931506634E0,4.522498896E0
1.555655635E0,-4.406674385E0,-2.152209997E0,-6.804676056E-1,4.951143622E0
1.560655635E0,-7.267357826E0,-2.112746954E0,7.517096519E0,1.066700190E1
1.565655635E0,-6.638540745E0,-1.079855919E0,1.182766533E1,1.360624780E1
1.570655635E0,-4.124353409E0,-4.976720810E-1,6.489667892E0,7.705436905E0
1.575655635E0,-2.979733706E0,-1.050773025E0,6.063270569E-2,3.160160317E0
1.580655635E0,-2.489716768E0,-1.737351060E0,-3.346680641E0,4.518556142E0
1.585655635E0,-2.541248560E0,-2.456329107E0,-4.243966103E0,5.522929042E0
1.590655635E0,-3.243503332E0,-3.180983543E0,-2.986481667E0,5.436730903E0
1.595655635E0,-3.998965740E0,-3.435311794E0,-6.790943146E-1,5.315473940E0
1.600655635E0,-4.332804680E0,-3.071594477E0,1.456925392E0,5.507315192E0
1.605655635E0,-4.253826141E0,-2.278423786E0,2.826379776E0,5.592376456E0
1.610655635E0,-4.268381119E0,-1.550587416E0,3.095788956E0,5.496117536E0
1.615655635E0,-4.176006794E0,-1.140890241E0,2.033204079E0,4.782737930E0
1.620655635E0,-4.014511108E0,-8.286464214E-1,6.527662277E-1,4.150790055E0
1.625655635E0,-3.852789164E0,-5.090730190E-1,-4.640903473E-1,3.913888032E0
1.630655635E0,-3.480816841E0,-2.123412341E-1,-1.484286308E0,3.790023816E0
1.635655635E0,-2.756188393E0,-1.148804724E-1,-2.449961185E0,3.689455487E0
1.640655635E0,-2.466013670E0,2.245539725E-1,-2.273185730E0,3.361401682E0
1.645655635E0,-2.449535608E0,4.445825219E-1,-9.458761215E-1,2.663186053E0
1.650655635E0,-2.330094814E0,5.599313378E-1,-4.982452393E-1,2.447675073E0
1.655655635E0,-2.095398664E0,4.735929370E-1,-7.218103409E-1,2.266273594E0
1.660655635E0,-2.016985893E0,4.289737642E-1,-7.208395004E-1,2.184458782E0
1.665655635E0,-2.066614628E0,4.982135892E-1,-3.025846481E-1,2.147247138E0
1.670655635E0,-2.199781656E0,7.228122950E-1,3.862247467E-1,2.347480885E0
1.675655635E0,-2.133103132E0,8.099750280E-1,1.162196159E0,2.560642191E0
1.680655635E0,-1.933577657E0,7.595815063E-1,1.574300766E0,2.606551270E0
1.685655635E0,-1.636321664E0,5.281525850E-1,1.735827446E0,2.443274578E0
1.690655635E0,-1.255143166E0,2.470630109E-1,1.427815437E0,1.917050187E0
1.695655635E0,-8.326263428E-1,-5.219182372E-2,6.965770721E-1,1.086834960E0
1.700655635E0,-4.352268875E-1,-3.319856226E-1,-2.003488541E-1,5.829035602E-1
1.705655635E0,-1.943159103E-1,-4.505354762E-1,-1.017606735E0,1.129718707E0
1.710655635E0,-4.867555499E-1,-2.471084595E-1,-1.510789871E0,1.606387124E0
1.715655635E0,-8.517608643E-1,2.350032330E-3,-1.611721039E0,1.822950027E0
1.720655635E0,-1.135782242E0,4.033616781E-1,-1.305228233E0,1.776604257E0
1.725655635E0,-1.400838494E0,8.979079723E-1,-6.904373169E-1,1.801469096E0
1.730655635E0,-1.597340822E0,1.332179785E0,1.822662354E-1,2.087922810E0
1.735655635E0,-1.855624080E0,1.653270960E0,1.070193291E0,2.705911911E0
1.740655635E0,-2.175929785E0,1.751664519E0,1.625988960E0,3.232157038E0
1.745655635E0,-2.638769150E0,1.570021391E0,1.473464012E0,3.405754834E0
1.750655635E0,-2.926117182E0,8.867712021E-1,6.979875565E-1,3.136193801E0
1.755655635E0,-2.282606363E0,-9.761764109E-2,-1.769666672E-1,2.291536213E0
1.760655635E0,-1.359639913E-1,-5.305931568E-1,-5.447359085E-1,7.724975825E-1
1.765655635E0,1.250349641E0,-2.764602900E-1,-5.370979309E-1,1.388624753E0
1.770655635E0,4.136107564E-1,3.950715065E-2,-5.928573608E-1,7.239575423E-1
1.775655635E0,-2.838133574E-1,-7.636427879E-3,-6.037206650E-1,6.671483929E-1
1.780655635E0,1.191485822E-1,-1.090942621E-1,-3.284034729E-1,3.659874092E-1
1.785655635E0,5.730406642E-1,-3.006392717E-2,-8.373928070E-2,5.799066388E-1
1.790655635E0,7.655605674E-1,-6.236079335E-2,4.192447662E-2,7.692395678E-1
1.795655635E0,8.331372738E-1,-2.464141548E-1,2.277660370E-2,8.691124359E-1
1.800655635E0,8.839097023E-1,-4.563229084E-1,-1.382417679E-1,1.004309586E0
1.805655635E0,9.783643484E-1,-6.821821928E-1,-3.086776733E-1,1.232011059E0
1.810655635E0,1.037829280E0,-9.341528416E-1,-3.562059402E-1,1.441046084E0
1.815655635E0,1.104291439E0,-1.090438128E0,-2.742938995E-1,1.575992397E0
1.820655635E0,9.833828211E-1,-1.047447562E0,8.304595947E-3,1.436752287E0
1.825655635E0,7.355950475E-1,-7.452704906E-1,4.967956543E-1,1.159022908E0
1.830655635E0,5.060708523E-1,-2.931073010E-1,9.251489639E-1,1.094495410E0
1.835655635E0,2.457202673E-1,9.214273095E-2,1.079831123E0,1.111262340E0
1.840655635E0,6.628095359E-2,2.091391683E-1,8.222408295E-1,8.510066616E-1
1.845655635E0,-1.388002187E-1,1.223859489E-1,2.184219360E-1,2.862725333E-1
1.850655635E0,-2.026951313E-1,-1.206917018E-1,-3.367156982E-1,4.111316876E-1
1.855655635E0,-3.966720104E-1,-1.663508862E-1,-5.693693161E-1,7.135844164E-1
1.860655635E0,-4.298511147E-1,-4.191330075E-2,-4.528617859E-1,6.257895035E-1
1.865655635E0,-5.259650946E-1,3.064151704E-1,-7.149314880E-2,6.128954297E-1
1.870655635E0,-6.591070890E-1,6.841708422E-1,2.586660385E-1,9.845912937E-1
1.875655635E0,-6.827922463E-1,9.803572893E-1,4.908266068E-1,1.291594528E0
1.880655635E0,-6.891803145E-1,1.270176649E0,5.665693283E-1,1.552198128E0
1.885655635E0,-5.561767817E-1,1.528660178E0,5.296974182E-1,1.710764130E0
1.890655635E0,-1.619582176E-1,1.673623443E0,4.494142532E-1,1.740465186E0
1.895655635E0,4.780641198E-1,1.592686772E0,4.668169022E-1,1.727169499E0
1.900655635E0,9.574774504E-1,1.292875409E0,6.600494385E-1,1.738952315E0
1.905655635E0,9.401253462E-1,1.157416821E0,1.009370804E0,1.800632884E0
1.910655635E0,8.565993905E-1,1.137234449E0,1.376719475E0,1.980510344E0
1.915655635E0,5.725623369E-1,1.186484218E0,1.727160454E0,2.172246685E0
1.920655635E0,3.697568178E-1,1.098822236E0,1.936699867E0,2.257196665E0
1.925655635E0,2.043454647E-1,9.525913596E-1,1.960741043E0,2.189450343E0
1.930655635E0,7.360363007E-2,7.982662916E-1,1.961289406E0,2.118797466E0
1.935655635E0,1.077759266E-1,6.880053282E-1,2.120319366E0,2.231752943E0
1.940655635E0,3.144626617E-1,6.379605532E-1,2.356396675E0,2.461399139E0
1.945655635E0,1.508688927E-1,7.515629530E-1,2.641390800E0,2.750373367E0
1.950655635E0,1.856646538E-1,7.013733983E-1,2.709487915E0,2.804945769E0
1.955655635E0,2.661371231E-1,6.100488305E-1,2.302158356E0,2.396439367E0
1.960655635E0,5.018320084E-1,5.235842466E-1,1.487817764E0,1.655166918E0
1.965655635E0,7.555387020E-1,4.909588099E-1,5.468301773E-1,1.053993608E0
1.970655635E0,6.952860355E-1,5.591800213E-1,3.536415100E-2,8.929476976E-1
1.975655635E0,6.833822727E-1,4.733252823E-1,-6.445407867E-2,8.337880317E-1
1.980655635E0,6.700029373E-1,2.290371358E-1,-2.373981476E-2,7.084670242E-1
1.985655635E0,1.784706116E-1,4.442632198E-4,-1.359176636E-2,1.789879680E-1
1.990655635E0,-2.453937531E-1,-2.348805964E-1,1.177635193E-1,3.595208409E-1
1.995655635E0,-5.988755226E-1,-2.565990984E-1,3.666419983E-1,7.476104225E-1
2.000655635E0,-9.566321373E-1,-1.580311358E-1,6.526002884E-1,1.168762603E0
2.005655635E0,-8.149895668E-1,-2.253052592E-1,7.099256516E-1,1.104067428E0
2.010655635E0,-6.061682701E-1,-2.994583249E-1,3.596839905E-1,7.658249363E-1
2.015655635E0,-4.553747177E-1,-4.212540984E-1,-5.773620605E-1,8.474479913E-1
2.020655635E0,-1.748790741E-1,-5.662759542E-1,-1.437807560E0,1.555166141E0
2.025655635E0,2.608442307E-2,-6.475206017E-1,-1.954632282E0,2.059259742E0
2.030655635E0,1.635279655E-1,-6.981917620E-1,-2.177488804E0,2.292524945E0
2.035655635E0,2.174630165E-1,-6.725264788E-1,-2.084791183E0,2.201348747E0
2.040655635E0,-4.420280457E-4,-5.439938307E-1,-1.928603172E0,2.003856202E0
2.045655635E0,-1.714344025E-1,-3.772659600E-1,-1.694709301E0,1.744637204E0
2.050655635E0,-6.164455414E-2,-5.873519182E-2,-1.076657295E0,1.080018891E0
2.055655635E0,7.733674049E-1,3.373214602E-1,-1.661272049E-1,8.599309035E-1
2.060655635E0,1.716909409E0,2.341131270E-1,1.785030365E-1,1.741967338E0
2.065655635E0,2.637473106E0,-2.078739703E-1,7.469654083E-2,2.646706547E0
2.070655635E0,3.612974644E0,-7.574921846E-1,3.678622246E-1,3.709811694E0
2.075655635E0,4.304281235E0,-1.374314308E0,9.690799713E-1,4.621113800E0
2.080655635E0,4.395565510E0,-1.698913693E0,1.601421356E0,4.977133136E0
2.085655635E0,3.840098381E0,-1.236308336E0,2.369215488E0,4.678460848E0
2.090655635E0,3.483472824E0,-9.377772212E-1,2.770196438E0,4.548406022E0
2.095655635E0,2.289556503E0,-7.681525946E-1,8.063964844E-1,2.546056300E0
2.100655635E0,8.002114296E-1,-3.222259879E-1,-1.036130428E0,1.348233727E0
2.105655635E0,-1.385879517E-1,-1.010179222E-1,-1.292743683E0,1.304069580E0
2.110655635E0,-7.971496582E-1,-8.592617512E-2,-8.751125336E-1,1.186866813E0
2.115655635E0,-1.278661728E0,-2.035686970E-1,-6.203875542E-1,1.435721681E0
2.120655635E0,-1.667309761E0,-4.321725667E-1,-7.585139275E-1,1.882030378E0
2.125655635E0,-1.532206535E0,-8.148821592E-1,-7.847185135E-1,1.904592593E0
2.130655635E0,-1.577702522E0,-1.370043993E0,-5.045132637E-1,2.149581221E0
2.135655635E0,-1.829318047E0,-2.365673780E0,-4.314088821E-2,2.990765468E0
2.140655635E0,-1.346563339E0,-3.646392345E0,-4.873571396E-1,3.917515405E0
2.145655635E0,-4.369163513E-2,-4.074077606E0,-2.138262272E0,4.601324032E0
2.150655635E0,6.804852486E-1,-2.364766598E0,-3.354474783E0,4.160250269E0
2.155655635E0,1.197666168E0,-9.464085102E-2,-3.967819929E0,4.145715394E0
2.160655635E0,2.871191502E0,5.503799915E-1,-4.612854958E0,5.461235175E0
2.165655635E0,4.503645420E0,2.874233425E-1,-5.288315296E0,6.952101331E0
2.170655635E0,5.474940777E0,-4.786589742E-2,-6.022450447E0,8.139236883E0
2.175655635E0,5.904454708E0,-3.064627647E-1,-6.677761555E0,8.919024846E0
2.180655635E0,5.827878952E0,-3.846523464E-1,-7.057121754E0,9.160518433E0
2.185655635E0,5.499124050E0,-3.478773236E-1,-7.335297108E0,9.174310198E0
2.190655635E0,5.192401409E0,-3.052378893E-1,-7.584092617E0,9.196339673E0
2.195655635E0,4.888669014E0,-2.546072602E-1,-7.796792984E0,9.206187616E0
2.200655635E0,4.438088894E0,-1.754820049E-1,-7.825934410E0,8.998481892E0
2.205655635E0,1.856275082E0,4.506679177E-1,-5.336885452E0,5.668439387E0
2.210655635E0,-4.903123379E0,1.788206816E0,1.742649078E0,5.502283916E0
2.215655635E0,-9.876787186E0,2.052481890E0,6.550691605E0,1.202809908E1
2.220655635E0,-9.065366745E0,1.230020285E0,4.350575447E0,1.013021870E1
2.225655635E0,-5.043009758E0,4.284830689E-1,-2.080422878E0,5.472084110E0
2.230655635E0,-2.772436142E0,8.239716291E-3,-5.888700008E0,6.508706311E0
2.235655635E0,-1.972130656E0,-2.036880702E-1,-6.850905895E0,7.132019331E0
2.240655635E0,-2.136692524E0,-3.759473860E-1,-5.110488892E0,5.551926521E0
2.245655635E0,4.271455288E0,6.501324177E-1,1.178784943E1,1.255473602E1
2.250655635E0,2.557596588E1,3.624501944E0,3.969337082E1,4.735853389E1
2.255655635E0,2.237646484E1,3.622460961E-1,3.855947113E1,4.458329525E1
2.260655635E0,8.186165810E0,-5.623660684E-1,2.573979568E1,2.701604427E1
2.265655635E0,-1.866202950E0,1.286269665E0,1.199408245E1,1.220635969E1
2.270655635E0,-1.364401937E0,7.873763442E-1,-8.069000244E-1,1.769927061E0
2.275655635E0,3.579729199E-1,-3.409570456E-2,-8.198103905E0,8.205986520E0
2.280655635E0,6.880623698E-1,-2.099874169E-1,-9.635281563E0,9.662099944E0
2.285655635E0,8.630004525E-1,-1.887471229E-1,-9.473314285E0,9.514414265E0
2.290655635E0,1.103847742E0,-1.918451488E-1,-9.602922440E0,9.668061014E0
2.295655635E0,1.367762804E0,-1.996010542E-1,-9.498435020E0,9.598483396E0
2.300655635E0,1.660173535E0,-2.222397923E-1,-9.067555428E0,9.220961345E0
2.305655635E0,1.946932554E0,-2.715801597E-1,-5.626096725E0,5.959636442E0
2.310655635E0,3.512792587E-1,2.890718877E-1,2.958612442E-1,5.426725990E-1
2.315655635E0,-2.210283518E0,4.340941906E-1,2.101975441E0,3.080923847E0
2.320655635E0,-2.193809271E0,1.912562400E-1,-1.083936691E0,2.454444299E0
2.325655635E0,-5.043513775E-1,5.680203438E-2,-5.581486702E0,5.604515196E0
2.330655635E0,6.587933302E-1,-3.408749402E-2,-7.981267929E0,8.008483525E0
2.335655635E0,8.122315407E-1,-5.720223486E-2,-8.365594864E0,8.405127578E0
2.340655635E0,3.609129190E-1,-3.463028371E-2,-7.429834366E0,7.438675695E0
2.345655635E0,-6.252032518E-1,1.589435339E-2,-4.593996048E0,4.636370501E0
2.350655635E0,-1.985736966E0,2.790924907E-2,-6.971969604E-1,2.104759803E0
2.355655635E0,-3.180042744E0,-8.835243434E-2,3.373932838E0,4.637229863E0
2.360655635E0,-3.665401936E0,-3.826077282E-1,5.289879799E0,6.447044928E0
2.365655635E0,-3.246543884E0,-2.651919425E-2,5.813289642E0,6.658459801E0
2.370655635E0,5.172069073E0,3.232455492E0,9.597946167E0,1.137187925E1
2.375655635E0,1.045196056E1,6.889580488E-1,1.229717541E1,1.615359606E1
2.380655635E0,5.588732243E0,-1.727773309E0,1.039569664E1,1.192852201E1
2.385655635E0,1.664087892E0,5.470855534E-2,8.302248955E0,8.467556864E0
2.390655635E0,-8.043360710E-1,9.093103409E-1,5.377131462E0,5.512471730E0
2.395655635E0,-1.117244363E0,5.619210005E-1,-3.705844879E-1,1.304347745E0
2.400655635E0,-3.727481365E-1,-2.786175907E-2,-5.258463383E0,5.271731651E0
2.405655635E0,8.230352402E-2,-2.317110002E-1,-6.991738319E0,6.996060933E0
2.410655635E0,7.213270664E-2,-3.186817467E-1,-6.952785492E0,6.960458841E0
2.415655635E0,-1.328863502E-1,-4.291526675E-1,-5.404808998E0,5.423448267E0
2.420655635E0,-5.699390769E-1,-6.018631458E-1,-2.809766769E0,2.929481028E0
2.425655635E0,-1.332940221E0,-5.499861240E-1,-1.111534119E0,1.820637928E0
2.430655635E0,-1.701330662E0,-2.804069519E-1,-1.975967407E0,2.622518117E0
2.435655635E0,-1.496119738E0,-1.433557719E-1,-4.630450249E0,4.868264029E0
2.440655635E0,-1.443208098E0,-9.089985490E-2,-6.936165333E0,7.085301823E0
2.445655635E0,-1.107760191E0,1.118867993E0,-8.813174248E0,8.952711240E0
2.450655635E0,1.953793406E0,2.345624447E0,-4.046073914E0,5.068528074E0
2.455655635E0,4.737088203E0,4.589418173E-1,6.629567146E0,8.160992145E0
2.460655635E0,3.819706917E0,-7.853358388E-1,1.613200951E1,1.659664557E1
2.465655635E0,-7.351290584E-1,-2.200739086E-1,1.701515388E1,1.703244871E1
2.470655635E0,-2.881093025E0,3.413090110E-2,9.285365105E0,9.722132845E0
2.475655635E0,-1.507834196E0,-3.088673055E-1,-6.166524887E-1,1.658078185E0
2.480655635E0,-5.931388140E-1,-3.296644986E-1,-6.937418938E0,6.970528951E0
2.485655635E0,-5.422269106E-1,-3.280147910E-1,-8.557209969E0,8.580643692E0
2.490655635E0,-8.242125511E-1,-5.440655947E-1,-8.003167152E0,8.063871165E0
2.495655635E0,-9.530571103E-2,-4.470096231E-1,-6.170892715E0,6.187795867E0
2.500655635E0,2.164765120E0,8.568879962E-2,-1.682822227E0,2.743253769E0
2.505655635E0,3.438511610E0,4.613518417E-1,5.948236465E0,6.886052909E0
2.510655635E0,7.426932454E-1,7.482930422E-1,1.126467705E1,1.131390670E1
2.515655635E0,-2.504241467E0,3.817649782E-1,7.450489998E0,7.869356456E0
2.520655635E0,-1.667779207E0,6.375601888E-2,-8.066616058E-1,1.853713910E0
2.525655635E0,-3.541927338E-1,1.701128483E-1,-5.533699036E0,5.547631557E0
2.530655635E0,7.176040113E-2,1.414704323E-1,-7.363456726E0,7.365165198E0
2.535655635E0,4.129208624E-1,5.841678381E-2,-6.820173264E0,6.832911495E0
2.540655635E0,9.013558030E-1,-8.613078296E-2,-4.496128082E0,4.586396028E0
2.545655635E0,1.375581861E0,-3.130983412E-1,6.655645370E-1,1.559882104E0
2.550655635E0,7.299775481E-1,-3.541597128E-1,6.466577530E0,6.517278671E0
2.555655635E0,-1.102632046E0,1.987555623E-2,8.956604004E0,9.024242226E0
2.560655635E0,-1.284519911E0,1.470856667E-1,5.804174423E0,5.946433076E0
2.565655635E0,1.746091992E-1,1.689536572E-1,2.682809830E-1,3.619508206E-1
2.570655635E0,6.713235974E-1,2.414252162E-1,-3.691215515E0,3.759525700E0
2.575655635E0,5.977751017E-1,2.046567798E-1,-5.162711143E0,5.201231183E0
2.580655635E0,3.836870790E-1,3.770259023E-2,-4.504494190E0,4.520962859E0
2.585655635E0,3.099038452E-2,2.971699834E-2,-1.995563507E0,1.996025354E0
2.590655635E0,-3.089160621E-1,6.139984727E-2,6.838359833E-1,7.528816153E-1
2.595655635E0,-4.948488474E-1,3.315892816E-2,2.695730209E0,2.740973597E0
2.600655635E0,-4.067911804E-1,3.910475969E-2,2.752631187E0,2.782801951E0
2.605655635E0,1.931694448E-1,-4.380860925E-2,1.304866791E0,1.319814748E0
2.610655635E0,4.241003990E-1,1.117127240E-1,-3.581666946E-1,5.662369312E-1
2.615655635E0,4.245801568E-1,8.937746286E-3,-1.362580299E0,1.427225723E0
2.620655635E0,4.507073015E-2,3.478080034E-2,-1.452463150E0,1.453578439E0
2.625655635E0,-5.859355628E-2,2.728134394E-2,-7.038688660E-1,7.068301472E-1
2.630655635E0,-1.693308353E-3,5.498528481E-5,2.994070053E-1,2.994117986E-1
2.635655635E0,-3.559315205E-2,2.031424642E-2,9.848613739E-1,9.857136840E-1
2.640655635E0,1.240241975E-1,2.050200105E-2,1.115908623E0,1.122966780E0
2.645655635E0,2.416358590E-1,3.570383787E-2,7.087421417E-1,7.496519698E-1
2.650655635E0,1.253724396E-1,1.051241457E-1,9.420776367E-2,1.887973447E-1
2.655655635E0,1.515808702E-2,9.280669689E-2,-4.634017944E-1,4.728467761E-1
2.660655635E0,-4.011004046E-2,4.726222157E-2,-8.921098709E-1,8.942608986E-1
2.665655635E0,-1.798803061E-1,1.093659103E-1,-1.024184227E0,1.045596078E0
2.670655635E0,2.358537912E-2,2.285364270E-2,-7.800683975E-1,7.807594149E-1
2.675655635E0,8.038995415E-2,2.403593063E-2,-2.402639389E-1,2.544936758E-1
2.680655635E0,1.864216849E-2,1.652409136E-1,4.338283539E-1,4.646064255E-1
2.685655635E0,2.056335211E-1,4.005140066E-2,8.736925125E-1,8.984586057E-1
2.690655635E0,3.503067493E-1,1.129505634E-1,1.017561913E0,1.082083589E0
2.695655635E0,-5.429305509E-2,3.757055700E-1,5.746212006E-1,6.886885619E-1
2.700655635E0,-5.445480347E-4,3.520852327E-1,-2.875442505E-1,4.545833297E-1
2.705655635E0,1.129562706E-1,2.310418785E-1,-1.259843826E0,1.285825002E0
2.710655635E0,4.062106609E-1,2.973178923E-1,-1.955963135E0,2.019702160E0
2.715655635E0,1.045421982E1,3.958994627E0,-2.007033825E0,1.135748807E1
2.720655635E0,1.278645992E1,5.074901104E0,-1.391752243E0,1.382697193E1
2.725655635E0,5.796766758E0,2.546998739E0,-4.292869568E-1,6.346179537E0
2.730655635E0,3.273952961E0,1.624408007E0,1.765338898E0,4.058804108E0
2.735655635E0,3.864986897E0,1.899792433E0,4.048428535E0,5.910762100E0
2.740655635E0,5.268214703E0,2.128962755E0,5.299079895E0,7.769608504E0
2.745655635E0,5.796536446E0,2.055964231E0,4.437908173E0,7.584316227E0
2.750655635E0,6.484207153E0,2.143999100E0,1.632411957E0,7.021854694E0
2.755655635E0,6.128020287E0,1.662557364E0,-1.729466438E0,6.580864972E0
2.760655635E0,4.958504200E0,1.914559901E-1,-4.005524635E0,6.377119013E0
2.765655635E0,2.973573446E0,-1.616252422E0,-5.066059113E0,6.092566443E0
2.770655635E0,9.519433975E-1,-3.055306196E0,-5.116638184E0,6.034987861E0
2.775655635E0,-1.218645096E0,-3.985810280E0,-4.615008354E0,6.218527283E0
2.780655635E0,-3.322691441E0,-4.228440762E0,-3.711379051E0,6.534089389E0
2.785655635E0,-4.782986641E0,-3.954569578E0,-2.510834694E0,6.694764568E0
2.790655635E0,-4.868878365E0,-3.125161171E0,-7.065954208E-1,5.828540637E0
2.795655635E0,-3.680262327E0,-1.879734278E0,1.908415794E0,4.551898790E0
2.800655635E0,-1.846591473E0,-3.279230893E-1,4.905926704E0,5.252194822E0
2.805655635E0,-1.143621206E-1,1.044632792E0,6.919389725E0,6.998734923E0
2.810655635E0,1.000810623E0,1.944776177E0,6.905965805E0,7.244041688E0
2.815655635E0,2.666966915E0,2.425958395E0,4.747789383E0,5.961500707E0
2.820655635E0,3.722455978E0,2.249265194E0,1.906800270E0,4.748869307E0
2.825655635E0,3.863965988E0,1.553917646E0,4.826164246E-2,4.164999687E0
2.830655635E0,3.308740854E0,6.787399054E-1,-8.239450455E-1,3.476685108E0
2.835655635E0,2.735147476E0,5.841495097E-2,-1.085906029E0,2.943405498E0
2.840655635E0,2.816252708E0,-9.780091047E-2,-1.124561310E0,3.034053802E0
2.845655635E0,2.669295311E0,-2.265210152E-1,-1.039228439E0,2.873403031E0
2.850655635E0,2.459205389E0,-5.225363970E-1,-8.786087036E-1,2.663210222E0
2.855655635E0,1.848606110E0,-7.789523602E-1,-8.283576965E-1,2.170319746E0
2.860655635E0,1.324722648E0,-8.497697115E-1,-9.091186523E-1,1.817552029E0
2.865655635E0,6.868768930E-1,-7.337264419E-1,-8.882274628E-1,1.341306223E0
2.870655635E0,-4.117155075E-2,-3.860085905E-1,-6.868419647E-1,7.889547598E-1
2.875655635E0,-6.644744873E-1,1.328315139E-1,-2.988185883E-1,7.405829488E-1
2.880655635E0,-1.246262312E0,6.214193106E-1,2.791223526E-1,1.420296095E0
2.885655635E0,-1.906419158E0,9.583235979E-1,8.457307816E-1,2.295229548E0
2.890655635E0,-2.783751011E0,1.018607736E0,1.471581459E0,3.309438532E0
2.895655635E0,-3.723704815E0,8.409932852E-1,1.987030983E0,4.303665807E0
2.900655635E0,-4.517201424E0,5.577191710E-1,2.335739136E0,5.115841738E0
2.905655635E0,-5.131942749E0,2.208591104E-1,2.598790169E0,5.756676599E0
2.910655635E0,-5.488483906E0,-1.340842843E-1,2.833067894E0,6.178001932E0
2.915655635E0,-5.544448376E0,-5.004501343E-1,2.940129280E0,6.295690455E0
2.920655635E0,-5.395532131E0,-8.128998280E-1,2.966458321E0,6.210672112E0
2.925655635E0,-4.968039036E0,-1.005869031E0,3.043004036E0,5.912111123E0
2.930655635E0,-4.156548977E0,-1.022952080E0,3.339192390E0,5.428953506E0
2.935655635E0,-3.522974014E0,-1.104359388E0,3.888216972E0,5.361826814E0
2.940655635E0,-3.041626930E0,-1.157536626E0,4.712503433E0,5.727047584E0
2.945655635E0,-2.720044613E0,-1.209784269E0,5.678759575E0,6.411749448E0
2.950655635E0,-2.334320068E0,-1.421875715E0,6.620465279E0,7.162495462E0
2.955655635E0,-2.088539839E0,-1.853355408E0,7.479410172E0,7.983639611E0
2.960655635E0,-1.832926154E0,-2.325583458E0,8.220591545E0,8.737624509E0
2.965655635E0,-1.824568391E0,-2.693982124E0,8.592714310E0,9.188108005E0
2.970655635E0,-1.769571781E0,-2.926621437E0,7.692133904E0,8.418160210E0
2.975655635E0,-1.519426346E0,-2.906070232E0,3.645758629E0,4.903616685E0
2.980655635E0,-1.473330498E0,-2.555931568E0,-2.193770409E0,3.676427280E0
2.985655635E0,-1.661211967E0,-2.083824873E0,-5.651990891E0,6.248756062E0
2.990655635E0,-2.148680449E0,-1.640247822E0,-5.947098255E0,6.532627208E0
2.995655635E0,-2.928088665E0,-1.230966806E0,-4.910078049E0,5.847892693E0
3.000655635E0,-3.803851604E0,-8.221874237E-1,-4.036314487E0,5.606880936E0
3.005655635E0,-4.627247334E0,-3.824634552E-1,-3.763756752E0,5.976919028E0
3.010655635E0,-4.936761856E0,-1.291907020E-2,-3.257098675E0,5.914429499E0
3.015655635E0,-3.832353830E0,3.336305022E-1,-3.346891403E-1,3.861380843E0
3.020655635E0,-1.650361538E0,6.329647899E-1,4.394952297E0,4.737081731E0
3.025655635E0,-5.736393929E-1,8.508793116E-1,7.175928593E0,7.248931571E0
3.030655635E0,-1.332721710E0,9.422940016E-1,6.677363873E0,6.873954715E0
